Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
ssebastian.com.ar,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
multipremios.net63.net,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
csr.sharp-indonesia.com,0,0,0,2,0,0,1,0,1,1,1,1,1,1,1,1
m.launchwhatsnext.com,0,0,0,4,0,0,1,0,1,1,1,1,1,1,1,1
my-paypal.de,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
aboutabacus.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
'9d345009-a-62cb3a1a-s-sites.googlegroups.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
goodlandurbanfarms.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
samgharama.com,0,0,1,5,0,0,1,0,1,1,1,1,1,1,1,1
docusign.dvviagens.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
littonpathologyassociates.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
mughal.net,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1
yahoo.com-https.in,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
kimki.ru,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
hotnepalijobs.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
888andro.net,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
chinabest-ent.com,0,0,0,2,0,0,1,0,1,1,1,1,1,1,1,1
vds-806399.amen-pro.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
zugzwang.me,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
darknightpress.org,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
zhangfengart.com,0,0,1,3,0,0,1,0,1,1,1,1,1,1,1,1
mangrow.com,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
wx.utaidu.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
shannuodianqi.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
95.215.108.203,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
twae.in,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
vds-806399.amen-pro.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
constructoravym.cl,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
topdomain.io,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
villakidsbuffetinfantil.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
thebestdoctor.in,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
drezac.bo.lt,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
fortuneprixgroup.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
mossanepid.ru,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1
llaverosmetalicos.com.ar,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
bookinghotworld.ws,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
xelagon.50webs.org,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
welte.pl,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
mkz1.ru,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
craiggallivan.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
guimaraesvaz.adv.br,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
windowsupdatecache.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
paypal.com-us.cgi-bin-webscr-cmd.login-submit-dispatch.6598d80a13c0db1e8e986532d3faee8d0o7e9865a25d654d0fa98c947f654.vrouwennetwerkbergen.nl,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
'9d345009-a-62cb3a1a-s-sites.googlegroups.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
micsin.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
ebayclone.com,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,1
eturva.y0.pl,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
paypal-cy-cgi-bin-webscrlcmd-login-run.paypal.cmd.logi2162662-3466623466234-3262666363324-3732623643264326-paypal.com-7347243n.submit.dispatchnhdjhudhds7766423456789ghf67gfhbn.mindmineng.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
twitter.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
hitsem.com,0,0,1,2,1,0,0,0,1,1,1,1,1,1,1,1
sevkon.net,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
casadocirurgiao.com.br,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
thecountrymoon.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
dayliliesbythepond.com,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,1
jobwatch.org.au,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
lesitedupacs.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
fincamex-mazatlan.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
cacl.fr,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
metatur.it,0,0,0,6,0,0,0,0,1,1,1,1,1,1,1,1
updo.nl,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
adidasoriginal.ro,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1
ams1.ib.adnxs.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
xiazai15.7r7z.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
bearbens.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
ip-182-50-129-181.ip.secureserver.net,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
'9d345009-a-62cb3a1a-s-sites.googlegroups.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
aor.gr,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1
sparkdeal.in,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
straightup.ch,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
ruki.ro,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
akap.it,0,0,0,4,0,0,1,0,1,1,1,1,1,1,1,1
gcrc.org.uk,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
hsqxx.com,0,0,1,2,0,0,1,0,1,1,1,1,1,1,1,1
innoverinstall.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
oldenzaal4.nl,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
'9d345009-a-62cb3a1a-s-sites.googlegroups.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
reklamnet.org,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
ahmetekrem.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
mautam.org,0,0,0,6,0,0,0,0,1,1,1,1,1,1,1,1
paypal.com.kugla.de,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
apstechnicien.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
'sorvicope-rumescape.ciki.me,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
raw-motorsports.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
bjzjg.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
accountservices-ppkunden.de,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
booltom.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
account-login.su,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
queenslandcoffee.com.au,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
thepariproject.com,0,0,1,5,0,0,1,0,1,1,1,1,1,1,1,1
boardlifecentrum.eu,0,0,1,8,0,0,0,0,1,1,1,1,1,1,1,1
gdc1.bimowamokykpps.net,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
jmscoutinho.com,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
yooandleellp.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
paypal.ca.7146.secure4o.mx,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
voilesetvacances.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
acubed.co,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
magnitudeindia.com,0,0,1,5,0,0,1,0,1,1,1,1,1,1,1,1
herbouxetfils.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
paypal.com.online.security.confirm.update.verify.account.updating.secure-cgi.confirm.paypal.account.update.protection.service.login.paypal.mobilemarketingmaven.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
pastehtml.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
elpeto.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
seriestvtokio.ekiwi.es,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
tsv-holvede.de,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
vapamex.com,0,0,0,4,0,0,1,0,1,1,1,1,1,1,1,1
paypal.com.home.cgi-bin.webscr.login.conf.submit.submit.dispatch.makingmusic.co.nz,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
lapnisaholiabexulat.cristianmendez.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
192.210.231.234:80,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
webhost911.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
sdnmargorejo1-403.sch.id,0,0,1,4,0,0,1,0,1,1,1,1,1,1,1,1
as.santruptiprojects.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
lexvidhi.com,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,1
classifiedodisha.com,0,0,0,2,0,0,1,0,1,1,1,1,1,1,1,1
themovieforum.org,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
shemalelife.net,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
ddfmeblbfbaadfcf.com ,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
pastehtml.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
habblos.vai.la,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
daveryso.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
xn--80ajjchqepikd1b.xn--80asehdb,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
meldalfk.no,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
negut.net,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
lpmxp2228.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
up.heliohost.org,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
geministartech.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
lowrisebikinis.com,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
dalmajee.net,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1
paypal.com.us.webscr.cgibin.cmd.account.restore.persianempirelongtimeago.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
reprom.ba,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
strongaliar.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
172.245.11.68,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
www966.paypal.ca.13649.securessl-190.mx,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
fondosdeinversion.com.ec,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
ctts.in,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,1
papyal.p.ht,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
raw-production.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
doc-google-view-securedocs.praticiens.org,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
ravnstudio.no,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
'9d345009-a-62cb3a1a-s-sites.googlegroups.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
negotiatio.eu,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
paypal-cy-cgi-bin-webscrlcmd-login-run.paypal.cmd.logi2162662-3466623466234-3262666363324-3732623643264326-paypal.com-7347243n.submit.dispatchnhdjhudhds7766423456789ghf67gfhbn.mindmineng.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
alplak.com,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,1
punto.gt,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
xgtjdh2d8y.xamorafurawqazs.info,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
convivadown.com.br,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
spreadsheets.google.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
todaysvisions.net,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,1
martinoliverainmo.com.ar,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
4tribes.com.au,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1
afoakomfilmproject.com,0,0,0,3,0,0,1,0,1,1,1,1,1,1,1,1
aquatixbottle.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
cetis43.mx,0,1,1,4,0,0,0,0,1,1,1,1,1,1,1,1
biedribasavi.lv,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
haldforsamlingshus.dk,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
mail.espexhibits.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
docmitto.computantest.com,0,0,1,4,0,0,1,0,1,1,1,1,1,1,1,1
eurotsl.com,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,1
eu.diablo.net.mx.sm-login.in,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
one.hutyerfliop.biz,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
'9d345009-a-62cb3a1a-s-sites.googlegroups.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
cqpszx.com,0,0,0,2,0,0,1,0,1,1,1,1,1,1,1,1
secured.paypal.com.cgi.bin.dspatch.autologin.xei.asia,0,0,1,10,0,0,0,0,1,1,1,1,1,1,1,1
willcoxpd.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
producaogo.vacau.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
pracadarepublicaembeja.net,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
re.sncmail.com,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1
nurulhusna.com.my,0,0,0,3,0,0,1,0,1,1,1,1,1,1,1,1
login.oursurvey.biz,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
dmoodontologia.com.br,0,0,1,10,0,0,1,0,1,1,1,1,1,1,1,1
91.239.24.188:6892,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
babinet.cz,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
factorydirectwhitening.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
bharathadeepam.com,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
merlyna.tecnologia7.com,0,0,1,3,0,0,1,0,1,1,1,1,1,1,1,1
97027paypal95559.santabbey.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
creditfinancialcompany.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
pastehtml.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
triofloridashow.com,0,0,1,8,0,0,0,0,1,1,1,1,1,1,1,1
kesttesdeversements.info,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
danregion.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
easyinternet.co.kr,0,0,1,6,0,0,1,0,1,1,1,1,1,1,1,1
aaaviajes.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
menumaterno.com.br,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,1
spaziovan.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
pichincha.polnet-computer.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
'9d345009-a-62cb3a1a-s-sites.googlegroups.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
ictios.cl,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
paypal.com.us.cgi-bin.webscr.cmd.login-run.5885d80a13c0db1f8e263663d3wi892ee8dcbdhe788a5.spirit-inspired.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
paypal.com.us-cgi-bin-webscr-cmd.login.5885d80a13c0db1f8e263663d3faee8db2b24f7b84f1819343fd6c338b1d95x.basulto.biz,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
mall.gcoorp.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
picturehere.webcindario.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
ugsdehabbo.rel7.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
seguroparaviageminternacional.net,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
korieg.net,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
rikuzentakata-mpf.org,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
seasoshallow.us,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
utm.ro,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
thelogroup.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
bohemian-creations.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
butikaulia.com,0,0,0,3,0,0,1,0,1,1,1,1,1,1,1,1
ensi.cn,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
easvarahospital.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
royalgateenergy.com,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
ipointstudio.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
ebaylogincvvibx.x10.mx,0,0,0,4,0,0,1,0,1,1,1,1,1,1,1,1
reliatemp.net,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
scbcc.org,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
daneshju-online.ir,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1
'acrylicoilpainting.info,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
paypal.com.cgi-bin.login991564gv564.casualgamerz.net,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
boinobrecarnes.com.br,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
xdysb.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
guess515.fastmail.fm,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
oj6z1kjfm.bkt.clouddn.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
dekoratiff.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
paypal-activation.com,0,0,1,12,0,0,0,0,1,1,1,1,1,1,1,1
31.24.30.85,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
sceenname.aol.com.billing.zfzac02f9cfc02d4e8f9e5e5f.4e8f9e5fd7fed4z34d7fe0d0fc0934c2z.z7fe0934d4e8f9e5fdcfc02z.d4e8f9e5fd7fe0934cfc02a.ad4e8f9e5fd7fe0934cfc02z.zd4e8f9e5fd7fe093497fxse0934cfc02x.9e8f9ece0934d4e5fd7fcfxcx.evosys.gr,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
update.paypal-com.service.cmd.activation.sucess.access00th9951221us651321.dogpetinsurance.org.uk,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
tx01.org,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
191.101.251.131,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
wigscwd.com.au,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,1
infroeh.addr.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
benelist.cz,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
i-m.co,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
pastehtml.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
samyongonc.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
euro-tires.ru,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
wuppie.dyndns.org,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
fawleyrefinerys.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
wamasoftware.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
itunesrenewalinfo.co.uk,0,1,1,3,0,0,0,0,1,1,1,1,1,1,1,1
cv.duba.net,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
paypal.com.cgi-bin.webscr.cmd.login.submit.dispatch.danielscarberry.net,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1
qm10.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
compumaster.srv.br,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
radionovigrad.net,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
bjcurio.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
toujoursports.com,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
taiwanexcellence.com.vn,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
vewoticy.ru,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
twitter.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
winsecureserv.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
dmamart.com,0,0,0,2,0,0,1,0,1,1,1,1,1,1,1,1
negotiatio.eu,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
sweetsweatksa.com,0,0,0,3,0,0,1,0,1,1,1,1,1,1,1,1
herdersporen.nl,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
paypal.ca.6979.secure6v.mx,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
fqyionjoxrxeuc.pl,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
rentavettedfw.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
snaplog.com.br,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
crowgrow.net,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
sdn11spn.sch.id,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
arefriar.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
banking.co.at:443,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
'rgkleanconsulting.com,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1
novarubalka.com,0,0,1,6,0,0,1,0,1,1,1,1,1,1,1,1
aks.ddns.net,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
travcult.com,0,0,1,5,0,0,1,0,1,1,1,1,1,1,1,1
two.jdfslfdsgy.biz,0,0,1,4,1,0,0,0,1,1,1,1,1,1,1,1
dfl210.ru,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
43.250.8.22,0,0,1,5,0,0,1,0,1,1,1,1,1,1,1,1
purpledragonsmartialartssupply.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
sayabak.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
farmashopp.com.br,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
rollercenter.de,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,1
inetquest.com,0,0,0,4,0,0,1,0,1,1,1,1,1,1,1,1
shakti.sunaarise.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
summ3r.ca,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
phoenixafrica.biz,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1
ourpcdebugging.club,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
horasero.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
shikharbhattarai.com,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1
noproblemsbro.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
test.3rdwa.com,0,0,1,4,0,0,1,0,1,1,1,1,1,1,1,1
paypal.com-cgi.arabmakemoney.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
rophenreswi.ru,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
hosteddialler.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
pafindia.org,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,1
taatta.net,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
ideac.org.do,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
ufuksigorta.org,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
bomsonhos.com.br,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
cadastramentopravc.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
krotzon.biz,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
90.2.1.11:6892,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
creatorfinder.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
artecapital.com.br,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,1
mobile-ifree.info,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
phetrie.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
evolvor.com,0,0,0,6,0,0,0,0,1,1,1,1,1,1,1,1
cielo-naotempreco.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
dbmms.com,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1
us.battle.net.ok.qe-rs.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
hotspot.cz,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
chinabaimasi.org,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
centralmoedas.blogspot.com,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1
h4bb0m03d4sgr4t1s.blogspot.com,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1
jainplywood.in,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
datec24.de,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
penztargepberles.hu,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
78.153.148.25,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
qlcxukirtihfly.biz,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
javancandy.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
intelligence-informatique.fr.nf,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
tecdiary.org,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
ibankbrnet.com,0,0,0,3,0,0,1,0,1,1,1,1,1,1,1,1
ghyut.info,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
